com.samsung.shealth.step_daily_trend,6311013,6,,,,,,,,,,
binning_data,update_time,create_time,source_pkg_name,source_type,count,speed,distance,calorie,deviceuuid,pkg_name,datauuid,day_time
d222059d-aaea-4c77-9535-5d0e5de85728.binning_data.json,2024-04-16 02:32:21,2024-04-16 02:32:21,com.sec.android.app.shealth,106,19790,1.5923529,15671.024,736.2811,w0vQtxj0o5,com.sec.android.app.shealth,d222059d-aaea-4c77-9535-5d0e5de85728,1712966400000
568bb946-7417-44a9-95dd-52da1c9ae648.binning_data.json,2024-04-16 02:32:21,2024-04-16 02:32:21,com.sec.android.app.shealth,106,13310,1.5190797,10360.769,475.43973,w0vQtxj0o5,com.sec.android.app.shealth,568bb946-7417-44a9-95dd-52da1c9ae648,1712707200000
5461abad-f0bc-47a9-8cd7-290ae7357868.binning_data.json,2024-04-16 02:32:21,2024-04-16 02:32:21,com.sec.android.app.shealth,106,13655,1.535294,10670.255,492.91006,w0vQtxj0o5,com.sec.android.app.shealth,5461abad-f0bc-47a9-8cd7-290ae7357868,1712880000000
07197877-f685-4d96-b7a9-ffd6c803e16e.binning_data.json,2024-04-22 14:27:11,2024-04-17 09:32:01,com.sec.android.app.shealth,-2,9125,1.5343487,7126.4297,334.63995,VfS0qUERdZ,com.sec.android.app.shealth,07197877-f685-4d96-b7a9-ffd6c803e16e,1713312000000
aa2e7af7-fe4b-42c8-9c23-08680df1cd51.binning_data.json,2024-04-17 09:32:01,2024-04-17 09:32:01,com.sec.android.app.shealth,-2,106,1.190686,77.66,3.72,VfS0qUERdZ,com.sec.android.app.shealth,aa2e7af7-fe4b-42c8-9c23-08680df1cd51,1713139200000
c58054dd-0424-4e34-bd9c-7c1a7484235a.binning_data.json,2024-04-22 14:27:11,2024-04-22 14:27:11,com.sec.android.app.shealth,-2,11593,1.5117131,8995.33,396.4197,VfS0qUERdZ,com.sec.android.app.shealth,c58054dd-0424-4e34-bd9c-7c1a7484235a,1713484800000
a8464b2c-43d1-48b6-9681-65dcdec24321.binning_data.json,2024-04-22 14:27:11,2024-04-22 14:27:11,com.sec.android.app.shealth,-2,7821,1.4997793,6060.7485,275.7998,VfS0qUERdZ,com.sec.android.app.shealth,a8464b2c-43d1-48b6-9681-65dcdec24321,1713398400000
646870e2-b4e6-4fe7-b0e3-7217b8435ac1.binning_data.json,2024-04-22 14:27:11,2024-04-22 14:27:11,com.sec.android.app.shealth,-2,7689,1.5493351,6004.1113,273.54987,VfS0qUERdZ,com.sec.android.app.shealth,646870e2-b4e6-4fe7-b0e3-7217b8435ac1,1713571200000
cf66f697-eb4c-46db-9b90-9e8b7154bae8.binning_data.json,2024-05-02 14:52:07,2024-04-22 14:27:11,com.sec.android.app.shealth,-2,4184,1.526301,3255.6008,140.41997,VfS0qUERdZ,com.sec.android.app.shealth,cf66f697-eb4c-46db-9b90-9e8b7154bae8,1713657600000
acb4178d-58bd-4733-9fcd-2af3dc6b6ce2.binning_data.json,2024-04-22 14:27:11,2024-04-22 14:27:11,com.sec.android.app.shealth,106,7821,1.4997793,6060.7485,275.7998,w0vQtxj0o5,com.sec.android.app.shealth,acb4178d-58bd-4733-9fcd-2af3dc6b6ce2,1713398400000
