date_time,steps,speed_ms,distance_m,calorie
1970-01-01 00:29:30.854400,8712,1.5285097,6905.0195,277.36
1970-01-01 00:29:30.854400,8712,1.5285097,6905.0195,277.36
1970-01-01 00:29:30.940800,8551,1.6221157,6815.9,266.19998
1970-01-01 00:29:30.940800,8551,1.6221157,6815.9,266.19998
1970-01-01 00:29:31.027200,14380,1.5474015,11342.939,447.55
1970-01-01 00:29:31.027200,14380,1.5474015,11342.939,447.55
1970-01-01 00:29:31.113600,11249,1.5317096,8974.26,362.3
1970-01-01 00:29:31.113600,11249,1.5317096,8974.26,362.3
1970-01-01 00:29:31.200000,21024,1.7228049,17216.549,900.70996
1970-01-01 00:29:31.200000,18062,1.9723365,16233.838,796.31995
1970-01-01 00:29:31.200000,20536,1.5582931,15492.22,870.39996
1970-01-01 00:29:31.286400,13902,1.5463233,10857.01,503.88998
1970-01-01 00:29:31.286400,11390,1.7334596,9497.67,407.05
1970-01-01 00:29:31.286400,10629,1.3942457,7566.99,391.77002
1970-01-01 00:29:31.372800,19563,1.7646788,16097.74,846.41
1970-01-01 00:29:31.372800,17615,2.0106936,15875.851,766.12
1970-01-01 00:29:31.372800,19069,1.5663539,14212.91,820.56
1970-01-01 00:29:31.459200,14751,1.4473064,11115.31,534.19995
1970-01-01 00:29:31.459200,10471,1.6880236,8658.45,373.23996
1970-01-01 00:29:31.459200,14320,1.3452742,10164.18,524.39
1970-01-01 00:29:31.545600,23486,1.6626073,19134.43,976.00995
1970-01-01 00:29:31.545600,19421,1.9049056,17254.94,831.82
1970-01-01 00:29:31.545600,22355,1.516764,16802.77,932.94
1970-01-01 00:29:31.632000,14359,1.4198966,10644.6,464.50998
1970-01-01 00:29:31.632000,12903,1.5608542,10235.67,402.33
1970-01-01 00:29:31.632000,13429,1.2748632,9055.8,441.71
1970-01-01 00:29:31.718400,3816,1.3978156,3050.78,127.549995
1970-01-01 00:29:31.718400,3816,1.3978156,3050.78,127.549995
1970-01-01 00:29:31.804800,3835,1.4729553,3015.89,120.69999
1970-01-01 00:29:31.804800,3835,1.4729553,3015.89,120.69999
1970-01-01 00:29:31.891200,7090,1.5216432,5604.06,223.36
1970-01-01 00:29:31.891200,7090,1.5216432,5604.06,223.36
1970-01-01 00:29:31.977600,15520,1.5177131,12180.08,478.83997
1970-01-01 00:29:31.977600,15520,1.5177131,12180.08,478.83997
1970-01-01 00:29:32.064000,8169,1.5716827,6462.73,253.78
1970-01-01 00:29:32.064000,8169,1.5716827,6462.73,253.78
1970-01-01 00:29:32.150400,17030,1.578816,13486.32,528.24994
1970-01-01 00:29:32.150400,17030,1.578816,13486.32,528.24994
1970-01-01 00:29:32.236800,7520,1.5347267,5936.66,236.78
1970-01-01 00:29:32.236800,7520,1.5347267,5936.66,236.78
1970-01-01 00:29:32.323200,7505,1.5003806,5889.44,233.55998
1970-01-01 00:29:32.323200,7505,1.5003806,5889.44,233.55998
1970-01-01 00:29:32.409600,5973,1.5723139,4720.23,184.25
